f_25,f_18,f_22,f_24,f_13,f_14,f_19,f_0,f_15,f_11,f_9,f_12,f_10,f_21,f_8,f_2,f_3,f_7,f_20,f_16,f_6,f_26,f_23,f_4,f_17,f_5,f_1
1,3,3,2,17102,2,0,True,False,Single,Research Scientist,2960,1,2,1,Research & Development,6,3,8,11,2,3,4,1,3,Medical,Travel_Rarely
0,3,3,4,5855,5,1,False,False,Divorced,Laboratory Technician,4876,2,0,1,Research & Development,27,4,8,12,4,2,6,3,3,Technical Degree,Travel_Rarely
2,4,3,2,7551,0,0,False,True,Single,Research Scientist,2657,2,5,1,Research & Development,9,2,3,16,3,2,2,4,3,Life Sciences,Travel_Rarely
2,1,3,2,15182,3,0,True,False,Married,Sales Representative,4400,1,2,1,Sales,9,2,6,12,1,2,3,2,3,Life Sciences,Travel_Rarely
0,3,2,0,2671,4,1,False,True,Divorced,Research Director,16627,4,3,4,Research & Development,6,2,21,14,2,0,1,4,3,Other,Travel_Rarely
8,1,3,9,14034,1,1,False,False,Married,Manufacturing Director,8943,3,2,3,Research & Development,7,2,10,24,3,9,10,2,4,Life Sciences,Travel_Frequently
0,1,3,0,15497,3,0,True,True,Married,Manufacturing Director,5916,3,1,2,Research & Development,23,2,8,13,2,1,1,2,3,Life Sciences,Travel_Rarely
0,3,3,2,4668,0,3,False,False,Married,Laboratory Technician,3180,2,3,1,Research & Development,2,3,4,13,4,2,3,1,3,Life Sciences,Travel_Frequently
2,3,3,2,13301,3,0,False,False,Single,Research Scientist,2506,3,0,1,Research & Development,1,4,7,13,4,2,2,4,3,Life Sciences,Travel_Rarely
2,3,3,2,6319,1,0,False,False,Single,Laboratory Technician,2288,4,3,1,Research & Development,9,3,2,12,3,1,2,2,3,Life Sciences,Travel_Rarely
7,3,3,8,2890,0,0,False,False,Married,Sales Executive,8412,1,3,3,Sales,22,3,10,11,3,8,9,4,3,Other,Non-Travel
1,1,3,9,6060,1,1,False,True,Married,Sales Executive,5673,3,4,2,Sales,10,2,10,13,2,7,10,4,3,Technical Degree,Travel_Rarely
0,1,2,0,9964,4,3,False,True,Married,Laboratory Technician,2670,1,3,1,Research & Development,3,4,12,20,3,0,1,3,4,Medical,Travel_Rarely
2,3,2,2,26186,7,0,True,True,Single,Sales Executive,9907,2,3,2,Sales,2,2,7,12,3,2,2,4,3,Marketing,Travel_Rarely
1,3,3,3,13422,6,0,False,True,Single,Research Scientist,2436,4,2,1,Research & Development,1,3,6,12,2,2,4,3,3,Medical,Travel_Rarely
0,2,2,8,19788,2,2,False,False,Divorced,Sales Representative,3482,4,3,1,Sales,29,3,16,15,1,0,9,4,3,Life Sciences,Non-Travel
4,3,3,2,15919,1,0,False,False,Single,Laboratory Technician,2837,2,3,1,Research & Development,29,2,6,13,3,1,6,4,3,Life Sciences,Travel_Rarely
0,4,1,2,14242,9,1,False,False,Married,Healthcare Representative,4876,4,5,2,Research & Development,9,2,5,14,4,2,3,5,3,Life Sciences,Non-Travel
14,2,2,7,16225,1,1,False,False,Divorced,Manager,18430,4,4,5,Research & Development,8,3,24,13,2,9,24,3,3,Life Sciences,Travel_Frequently
0,4,3,0,24558,4,2,False,False,Divorced,Sales Executive,6334,3,2,2,Sales,16,2,9,19,4,0,1,4,3,Marketing,Travel_Rarely
0,3,3,9,2125,1,1,False,True,Divorced,Research Director,19502,3,5,5,Research & Development,18,2,31,17,4,9,31,4,3,Life Sciences,Travel_Rarely
0,1,3,0,26227,4,0,True,False,Single,Research Scientist,2479,3,4,1,Research & Development,2,3,7,24,4,0,1,3,4,Technical Degree,Travel_Rarely
1,4,3,2,11288,1,0,False,False,Single,Research Scientist,2439,1,4,1,Research & Development,2,3,4,14,4,2,4,3,3,Technical Degree,Travel_Rarely
3,2,3,2,24117,1,2,False,False,Divorced,Manufacturing Director,4377,3,6,2,Research & Development,17,2,5,15,4,2,4,1,3,Medical,Travel_Rarely
2,4,3,1,19188,2,1,False,False,Divorced,Sales Executive,4127,4,6,2,Sales,20,3,7,18,3,2,2,3,3,Life Sciences,Travel_Frequently
0,1,3,0,9558,4,0,False,False,Single,Laboratory Technician,4272,4,3,2,Research & Development,29,1,16,19,2,0,1,3,3,Medical,Travel_Rarely
0,3,3,0,7103,1,1,False,False,Married,Sales Representative,2033,2,2,1,Sales,13,3,1,13,4,0,1,2,3,Life Sciences,Non-Travel
0,4,3,2,10425,8,1,False,True,Divorced,Human Resources,5021,2,2,2,Human Resources,5,3,16,22,2,2,4,2,4,Medical,Travel_Rarely
0,3,3,0,3974,6,0,False,False,Married,Laboratory Technician,2332,2,3,1,Research & Development,1,2,5,20,3,2,3,3,4,Life Sciences,Non-Travel
0,2,3,0,9148,0,1,False,False,Divorced,Laboratory Technician,2314,4,2,1,Research & Development,1,3,4,12,4,2,3,3,3,Life Sciences,Non-Travel
0,2,2,2,4910,4,1,False,False,Married,Laboratory Technician,3229,4,2,1,Research & Development,1,3,7,11,1,2,3,3,3,Technical Degree,Travel_Rarely
7,3,4,7,6729,2,1,False,False,Married,Human Resources,10725,2,1,3,Human Resources,19,3,16,15,3,1,9,4,3,Medical,Travel_Rarely
0,1,2,4,21698,4,0,False,False,Single,Manufacturing Director,7260,4,3,3,Research & Development,7,1,37,11,4,2,6,3,3,Life Sciences,Travel_Rarely
0,2,2,3,20460,0,1,False,False,Divorced,Manufacturing Director,4877,1,5,2,Research & Development,27,1,6,21,2,0,5,3,4,Medical,Travel_Rarely
6,4,3,12,22539,7,0,False,False,Married,Manager,19392,3,2,5,Research & Development,6,2,21,13,1,14,16,3,3,Medical,Travel_Rarely
0,3,3,7,14011,5,3,True,False,Married,Sales Executive,7314,2,2,3,Sales,10,3,14,21,3,7,8,3,4,Life Sciences,Travel_Rarely
1,4,3,4,5182,7,0,False,True,Married,Research Scientist,2996,3,2,1,Research & Development,4,3,8,15,3,3,6,1,3,Life Sciences,Travel_Rarely
6,2,2,7,19100,7,1,False,False,Divorced,Manager,11996,2,6,3,Research & Development,22,4,10,18,2,2,7,3,3,Life Sciences,Travel_Rarely
1,3,3,2,9129,5,0,True,False,Single,Laboratory Technician,3894,3,3,1,Research & Development,4,2,4,16,3,2,2,1,3,Technical Degree,Travel_Frequently
5,1,1,8,17231,0,2,False,False,Married,Research Director,11957,2,3,3,Research & Development,1,3,14,18,3,12,13,1,3,Medical,Non-Travel
4,3,3,10,18938,0,0,False,True,Single,Manager,19045,1,2,5,Research & Development,1,3,37,14,4,13,36,3,3,Medical,Travel_Rarely
0,2,4,0,15067,4,0,False,True,Married,Research Director,13245,1,3,3,Research & Development,6,3,17,14,4,0,0,4,3,Other,Travel_Rarely
0,2,3,4,9238,1,0,False,False,Married,Laboratory Technician,2810,2,3,1,Research & Development,9,4,5,22,1,2,5,4,4,Life Sciences,Non-Travel
5,3,3,10,24032,1,2,False,False,Married,Sales Executive,10422,4,3,3,Sales,1,3,14,19,3,7,14,4,3,Marketing,Travel_Rarely
1,2,3,2,19384,3,0,False,False,Single,Laboratory Technician,2062,1,2,1,Research & Development,7,3,11,14,4,2,3,3,3,Life Sciences,Travel_Rarely
2,3,3,6,23037,1,1,False,False,Married,Manager,19586,4,3,5,Sales,26,2,36,21,3,13,36,5,4,Marketing,Travel_Rarely
2,1,3,2,4167,4,3,False,True,Divorced,Human Resources,3195,4,2,1,Human Resources,1,3,8,18,3,2,2,3,3,Life Sciences,Travel_Rarely
1,4,3,2,10261,1,0,True,False,Single,Laboratory Technician,2587,4,3,1,Research & Development,24,3,5,16,1,0,4,2,3,Life Sciences,Travel_Rarely
4,4,2,14,2823,1,1,False,True,Married,Sales Executive,6201,4,1,2,Sales,1,3,18,14,2,11,18,2,3,Life Sciences,Travel_Rarely
0,1,4,2,8544,2,1,False,False,Married,Research Scientist,2819,1,3,1,Research & Development,4,4,5,16,1,2,3,3,3,Medical,Travel_Rarely
0,4,2,4,18089,1,1,False,True,Married,Research Scientist,6322,4,2,2,Research & Development,9,3,6,12,1,5,6,4,3,Life Sciences,Travel_Rarely
0,2,3,7,20948,3,2,False,False,Divorced,Healthcare Representative,10466,2,3,3,Research & Development,7,3,29,14,3,7,8,4,3,Life Sciences,Travel_Rarely
0,2,3,2,25527,4,1,False,False,Married,Human Resources,2143,2,2,1,Human Resources,13,3,8,13,3,4,5,3,3,Human Resources,Travel_Rarely
11,4,3,12,24624,1,0,False,True,Married,Sales Executive,5228,2,2,2,Sales,8,2,13,11,3,9,13,2,3,Technical Degree,Travel_Rarely
0,3,3,0,11479,6,0,True,True,Single,Research Scientist,2404,1,5,1,Research & Development,10,2,3,20,4,0,0,3,4,Life Sciences,Travel_Rarely
0,3,4,0,6595,4,2,False,False,Married,Human Resources,9756,3,2,3,Human Resources,4,1,9,21,3,3,5,3,4,Life Sciences,Travel_Rarely
15,4,3,15,16280,1,0,True,False,Married,Research Director,19545,3,0,5,Research & Development,12,3,23,12,2,8,22,3,3,Technical Degree,Travel_Rarely
1,4,3,3,8952,1,1,False,False,Married,Research Scientist,2977,4,5,1,Research & Development,1,1,4,12,3,1,4,4,3,Life Sciences,Travel_Rarely
6,3,3,9,11012,1,2,False,False,Divorced,Laboratory Technician,3072,1,4,2,Research & Development,9,3,12,11,3,10,12,3,3,Medical,Non-Travel
0,4,3,0,25422,1,0,True,False,Single,Sales Representative,2716,2,0,1,Sales,12,4,1,15,3,0,1,3,3,Life Sciences,Travel_Rarely
15,3,3,13,2137,1,3,False,False,Divorced,Sales Executive,10453,1,2,3,Sales,1,3,24,25,2,7,24,2,4,Marketing,Travel_Rarely
1,4,2,2,13364,0,1,False,True,Married,Research Scientist,3058,2,3,1,Research & Development,17,3,6,16,3,1,5,3,3,Technical Degree,Travel_Rarely
1,3,3,2,13551,2,0,False,False,Single,Research Scientist,3280,4,2,1,Research & Development,1,4,10,16,2,3,4,4,3,Life Sciences,Travel_Rarely
3,1,3,7,12388,0,0,False,False,Single,Sales Representative,6632,3,3,2,Sales,2,1,9,13,2,1,8,2,3,Technical Degree,Travel_Rarely
1,3,2,9,22477,4,1,False,False,Married,Laboratory Technician,7403,2,3,3,Research & Development,8,3,29,11,1,7,26,2,3,Other,Travel_Rarely
0,4,2,1,4223,1,0,False,False,Single,Human Resources,3886,4,2,2,Human Resources,2,2,10,21,2,8,10,1,4,Human Resources,Travel_Frequently
2,2,3,2,14222,1,1,False,True,Married,Laboratory Technician,3867,4,2,1,Research & Development,2,2,2,12,4,2,2,3,3,Life Sciences,Travel_Frequently
1,4,3,7,24907,1,1,False,False,Married,Research Scientist,5130,2,3,2,Research & Development,8,2,10,23,3,7,10,1,4,Life Sciences,Travel_Frequently
0,1,4,2,25258,4,0,False,False,Single,Research Director,13664,3,3,3,Research & Development,7,3,16,13,1,2,5,4,3,Medical,Travel_Rarely
7,2,2,7,14977,3,1,False,True,Married,Manager,16872,2,2,4,Sales,2,1,28,12,3,7,7,3,3,Technical Degree,Travel_Rarely
0,2,3,0,17078,3,0,False,False,Single,Healthcare Representative,6781,4,6,2,Research & Development,2,2,14,23,1,0,1,4,4,Other,Travel_Rarely
1,3,3,7,7192,3,0,False,False,Single,Healthcare Representative,13734,2,6,4,Research & Development,3,3,21,18,4,0,7,3,3,Medical,Travel_Rarely
0,4,3,7,14075,1,1,True,False,Married,Healthcare Representative,7978,4,2,3,Research & Development,15,3,10,11,1,5,10,3,3,Medical,Travel_Rarely
1,2,3,2,15813,3,1,False,False,Married,Manufacturing Director,10976,2,4,3,Research & Development,2,3,23,18,4,2,3,1,3,Life Sciences,Travel_Frequently
0,3,2,2,9096,0,1,False,False,Married,Manufacturing Director,9957,1,1,2,Research & Development,20,3,7,15,3,2,6,3,3,Other,Travel_Rarely
0,3,2,3,5013,0,2,False,False,Divorced,Research Scientist,2187,3,5,1,Research & Development,6,2,6,12,1,3,5,4,3,Medical,Travel_Rarely
0,4,2,7,11781,1,0,False,False,Single,Research Scientist,2279,2,2,1,Research & Development,9,3,7,16,4,3,7,3,3,Medical,Travel_Rarely
4,3,3,8,25178,2,1,False,False,Divorced,Research Director,13757,2,5,3,Research & Development,8,2,16,11,4,8,9,1,3,Medical,Non-Travel
1,1,3,3,14506,2,0,False,False,Single,Sales Executive,7428,4,3,3,Sales,3,3,12,12,3,3,5,3,3,Life Sciences,Travel_Rarely
1,4,3,15,13022,0,0,False,False,Married,Manager,18041,3,2,5,Sales,2,3,21,14,3,12,20,4,3,Life Sciences,Travel_Rarely
4,4,3,9,15596,3,1,False,False,Married,Manager,17465,3,3,4,Sales,3,3,23,12,1,9,12,1,3,Marketing,Travel_Rarely
7,4,2,6,23844,0,1,False,False,Married,Research Scientist,4774,1,2,1,Research & Development,15,2,8,19,4,3,7,3,3,Life Sciences,Travel_Frequently
7,2,2,2,15332,1,1,False,False,Married,Healthcare Representative,5063,3,3,2,Research & Development,10,2,8,14,4,7,8,4,3,Technical Degree,Travel_Frequently
0,3,2,2,16495,3,0,False,True,Married,Sales Executive,8103,4,3,2,Sales,3,2,9,12,4,1,4,1,3,Medical,Travel_Rarely
2,3,3,2,25166,8,0,False,False,Single,Sales Executive,7991,2,3,2,Sales,26,2,6,15,2,2,2,2,3,Life Sciences,Non-Travel
1,3,2,3,22162,5,1,False,False,Married,Research Scientist,5175,3,3,2,Research & Development,8,4,9,12,3,3,5,2,3,Medical,Travel_Rarely
2,4,3,0,23352,3,0,True,True,Single,Sales Executive,9854,3,0,2,Sales,13,3,6,11,4,2,2,2,3,Marketing,Travel_Rarely
1,3,4,2,8847,3,0,False,False,Single,Research Director,16422,2,3,4,Research & Development,8,3,9,11,1,0,3,5,3,Life Sciences,Travel_Rarely
7,4,3,5,24666,1,1,False,False,Divorced,Sales Executive,8834,2,6,3,Sales,9,3,9,13,1,7,9,4,3,Medical,Non-Travel
0,3,3,1,17808,1,0,False,False,Single,Research Scientist,2318,3,2,1,Research & Development,4,3,1,19,2,0,1,3,3,Life Sciences,Travel_Rarely
0,1,1,3,17485,5,0,True,False,Single,Sales Executive,5765,2,4,2,Sales,13,3,7,11,1,0,5,3,3,Technical Degree,Travel_Frequently
0,3,4,0,8733,6,0,False,False,Single,Research Director,18265,4,3,5,Research & Development,1,2,25,12,4,0,1,3,3,Life Sciences,Travel_Rarely
0,2,3,7,18698,1,0,False,False,Single,Research Scientist,5098,3,5,2,Research & Development,9,3,10,19,2,8,10,4,3,Medical,Travel_Rarely
11,4,3,7,13547,7,3,True,False,Divorced,Healthcare Representative,12169,4,4,4,Research & Development,2,3,21,11,1,5,18,3,3,Life Sciences,Travel_Frequently
7,2,2,7,12241,4,1,False,False,Married,Sales Executive,6929,4,3,2,Sales,7,4,10,11,2,7,8,3,3,Technical Degree,Travel_Rarely
7,1,3,6,4658,2,1,False,False,Married,Sales Executive,8237,3,3,3,Sales,6,4,11,11,4,6,7,3,3,Medical,Travel_Rarely
1,2,2,2,10293,1,0,False,True,Married,Research Scientist,2814,3,2,1,Research & Development,26,2,4,14,2,3,4,2,3,Other,Non-Travel
2,2,3,7,5569,0,2,False,True,Divorced,Sales Executive,8740,3,2,3,Sales,10,2,9,14,3,7,8,4,3,Marketing,Travel_Rarely
1,1,3,9,24456,3,1,False,False,Divorced,Manager,16032,4,2,4,Research & Development,11,3,26,20,2,12,14,4,4,Medical,Travel_Frequently
1,4,3,2,15986,5,0,False,False,Single,Laboratory Technician,4425,2,5,2,Research & Development,2,3,10,11,2,2,6,3,3,Medical,Travel_Frequently
6,2,4,7,19588,2,1,False,False,Divorced,Manufacturing Director,10274,2,2,3,Research & Development,2,2,15,18,3,4,7,3,3,Life Sciences,Travel_Rarely
2,3,3,6,5083,1,0,False,True,Single,Manufacturing Director,10880,1,2,3,Research & Development,22,3,21,13,4,8,21,3,3,Medical,Travel_Frequently
2,4,2,2,18830,1,0,False,False,Single,Research Scientist,2096,2,3,1,Research & Development,1,3,2,18,4,1,2,3,3,Medical,Travel_Rarely
1,2,3,2,17799,3,1,False,False,Married,Sales Executive,9250,2,3,3,Sales,29,3,9,12,3,3,4,4,3,Technical Degree,Travel_Rarely
2,4,2,2,25657,8,0,False,False,Married,Human Resources,2267,3,2,1,Human Resources,6,3,7,17,2,2,2,2,3,Medical,Travel_Rarely
0,1,3,2,19106,4,0,False,False,Single,Laboratory Technician,3629,3,6,1,Research & Development,11,3,8,18,1,2,3,3,3,Medical,Travel_Rarely
0,1,2,0,22376,6,2,False,False,Married,Research Scientist,2451,3,2,1,Research & Development,9,4,5,18,3,0,1,3,3,Life Sciences,Travel_Rarely
0,4,3,0,17251,3,0,True,True,Single,Sales Executive,4728,3,4,2,Sales,1,3,5,14,4,0,0,4,3,Other,Travel_Frequently
4,2,3,7,18640,3,1,False,False,Divorced,Manager,18606,3,6,5,Research & Development,7,3,26,18,4,7,7,2,3,Medical,Travel_Rarely
1,3,2,0,9241,1,0,True,False,Single,Laboratory Technician,1102,4,3,1,Research & Development,2,2,1,22,2,0,1,3,4,Life Sciences,Travel_Rarely
0,2,3,0,6527,8,1,False,False,Married,Sales Representative,2534,4,4,1,Sales,11,4,5,14,3,0,1,3,3,Medical,Travel_Rarely
0,4,2,6,13243,2,0,False,False,Married,Sales Executive,5390,2,3,2,Sales,2,2,17,14,4,8,9,3,3,Medical,Travel_Frequently
7,3,2,7,15062,4,0,False,False,Single,Laboratory Technician,2088,2,3,1,Research & Development,3,3,13,12,4,2,8,2,3,Medical,Travel_Frequently
1,3,4,2,14669,4,0,True,False,Married,Laboratory Technician,2362,1,4,1,Research & Development,3,3,10,12,1,2,3,3,3,Life Sciences,Travel_Rarely
0,4,3,0,26362,8,0,False,False,Single,Manager,19613,4,2,5,Research & Development,9,2,24,22,4,1,1,2,4,Other,Travel_Rarely
0,1,1,2,17997,7,1,False,False,Married,Manager,15402,1,3,4,Research & Development,1,2,21,11,4,2,3,4,3,Life Sciences,Travel_Rarely
0,3,3,0,4187,3,1,False,False,Divorced,Manufacturing Director,5121,1,3,2,Research & Development,8,3,7,14,2,0,0,5,3,Life Sciences,Travel_Rarely
2,1,3,1,15624,3,1,False,False,Married,Research Scientist,5878,2,2,2,Research & Development,5,2,12,12,4,5,7,2,3,Life Sciences,Travel_Rarely
2,3,2,3,22474,3,2,False,False,Married,Research Scientist,2897,3,6,2,Research & Development,9,3,9,11,1,3,4,2,3,Life Sciences,Travel_Rarely
0,3,3,7,19255,1,1,False,True,Married,Sales Executive,6834,4,2,2,Sales,1,2,7,12,3,7,7,2,3,Life Sciences,Travel_Frequently
2,2,3,2,23371,6,0,False,False,Single,Manufacturing Director,5003,3,6,2,Research & Development,7,3,8,14,4,1,2,2,3,Medical,Travel_Rarely
2,1,3,2,24795,4,3,False,False,Divorced,Sales Executive,5486,1,3,2,Sales,7,3,15,11,3,2,2,3,3,Marketing,Travel_Rarely
3,4,4,11,9945,8,0,False,False,Single,Laboratory Technician,5914,2,3,2,Research & Development,5,3,16,16,4,7,13,2,3,Life Sciences,Travel_Rarely
0,2,1,0,23213,1,0,True,True,Single,Laboratory Technician,2340,4,3,1,Research & Development,24,1,1,18,3,0,1,3,3,Technical Degree,Travel_Rarely
1,4,3,2,18168,9,0,False,False,Single,Research Scientist,2201,4,4,1,Research & Development,23,3,6,16,4,2,3,3,3,Life Sciences,Travel_Rarely
0,2,4,2,21072,2,0,False,False,Single,Manager,11244,4,5,3,Research & Development,10,3,10,25,3,0,5,3,4,Medical,Travel_Rarely
0,3,2,4,25291,9,1,False,False,Divorced,Manager,11557,4,3,3,Sales,7,2,10,21,3,1,5,3,4,Life Sciences,Travel_Rarely
2,4,3,2,26076,1,2,False,False,Divorced,Research Scientist,2372,3,3,1,Research & Development,23,3,2,12,1,2,2,4,3,Life Sciences,Travel_Rarely
0,3,3,4,7790,8,2,False,False,Married,Human Resources,5204,4,2,2,Human Resources,2,2,13,11,4,4,5,3,3,Life Sciences,Travel_Rarely
3,2,4,8,7003,1,0,False,False,Married,Laboratory Technician,3812,4,3,1,Research & Development,20,3,11,13,4,10,11,1,3,Medical,Travel_Frequently
0,1,3,2,21082,1,0,False,False,Single,Sales Representative,2728,1,3,1,Sales,9,3,2,11,4,2,2,1,3,Life Sciences,Travel_Rarely
0,4,2,1,12278,0,1,False,False,Divorced,Sales Executive,9725,4,2,2,Sales,1,4,16,11,2,9,15,4,3,Marketing,Travel_Rarely
12,4,2,7,5652,6,0,False,False,Single,Research Director,17328,4,3,4,Research & Development,1,3,29,19,4,7,20,3,3,Medical,Travel_Rarely
1,1,3,7,20898,1,1,True,True,Married,Research Scientist,2366,3,2,1,Research & Development,5,2,8,14,3,7,8,2,3,Medical,Travel_Frequently
1,4,3,7,7143,4,3,False,False,Divorced,Sales Executive,7547,4,3,2,Sales,7,3,13,12,4,7,7,3,3,Marketing,Travel_Rarely
0,3,3,7,23757,1,2,False,False,Divorced,Sales Executive,8620,3,3,2,Sales,19,2,10,14,3,4,10,3,3,Life Sciences,Travel_Rarely
1,3,2,0,14908,1,1,False,True,Married,Research Scientist,2933,3,3,1,Research & Development,1,2,1,13,2,0,1,2,3,Life Sciences,Travel_Rarely
0,1,3,7,7791,0,0,False,False,Single,Sales Executive,4028,4,2,2,Sales,7,2,8,20,4,5,7,4,4,Marketing,Travel_Rarely
1,3,2,3,4009,5,1,False,True,Divorced,Sales Executive,5454,1,2,2,Sales,1,3,9,21,2,3,4,5,4,Marketing,Travel_Rarely
1,2,3,0,4204,1,2,False,True,Divorced,Healthcare Representative,6623,4,2,2,Research & Development,7,3,6,11,3,0,6,3,3,Life Sciences,Travel_Rarely
2,2,2,2,24941,4,1,False,True,Divorced,Laboratory Technician,2587,1,2,1,Research & Development,16,3,17,16,4,2,2,3,3,Medical,Travel_Rarely
6,4,2,7,14377,1,2,False,True,Married,Research Scientist,2235,1,3,1,Research & Development,14,3,9,14,1,8,9,3,3,Life Sciences,Travel_Rarely
11,4,3,17,4933,1,0,False,False,Married,Manager,19232,4,3,5,Research & Development,4,3,22,11,3,15,22,2,3,Technical Degree,Travel_Rarely
0,2,3,3,16346,0,1,True,False,Divorced,Sales Representative,3041,1,3,1,Sales,2,3,5,11,3,2,4,1,3,Marketing,Travel_Rarely
2,1,3,2,13523,9,1,False,False,Divorced,Research Director,13675,3,3,3,Research & Development,3,3,9,12,2,2,2,4,3,Medical,Travel_Frequently
0,4,3,0,15434,1,0,False,False,Married,Human Resources,2804,2,3,1,Human Resources,6,2,1,11,4,0,1,1,3,Medical,Travel_Rarely
0,4,3,4,20763,3,0,False,True,Single,Sales Executive,9278,2,3,2,Sales,3,3,15,16,1,1,5,4,3,Marketing,Travel_Rarely
1,4,4,2,10494,2,1,False,False,Married,Research Scientist,2066,1,3,1,Research & Development,1,3,5,22,1,0,3,2,4,Life Sciences,Travel_Rarely
0,4,2,2,22052,1,0,True,False,Single,Sales Representative,2044,3,3,1,Sales,2,2,2,13,3,2,2,3,3,Medical,Travel_Rarely
2,4,2,2,22098,6,2,True,True,Divorced,Sales Executive,5440,4,2,2,Sales,15,1,7,14,1,2,2,2,3,Medical,Travel_Rarely
0,3,3,0,15000,6,1,False,False,Divorced,Research Scientist,4505,2,3,2,Research & Development,6,2,12,15,3,0,1,4,3,Life Sciences,Travel_Rarely
1,1,3,3,11141,1,2,False,False,Married,Laboratory Technician,3955,1,2,1,Research & Development,1,2,6,16,1,3,5,2,3,Medical,Travel_Rarely
0,3,3,0,20619,7,0,False,False,Single,Sales Executive,7351,2,2,3,Sales,2,3,10,16,4,0,1,2,3,Marketing,Travel_Rarely
11,2,3,16,5626,7,1,False,False,Married,Manager,16595,1,2,4,Sales,2,3,22,16,2,8,18,5,3,Life Sciences,Travel_Rarely
0,4,4,7,12414,2,2,False,False,Divorced,Research Director,14732,4,4,4,Research & Development,1,4,31,13,2,0,7,4,3,Medical,Travel_Rarely
0,3,3,1,22578,4,1,False,False,Divorced,Research Director,16184,3,2,4,Research & Development,1,4,10,19,1,5,6,5,3,Medical,Travel_Rarely
0,2,3,5,16673,1,2,False,True,Divorced,Sales Executive,4647,4,3,2,Sales,3,4,6,20,4,4,6,1,4,Medical,Travel_Frequently
7,4,3,3,14284,2,1,False,False,Married,Manufacturing Director,5321,3,1,2,Research & Development,6,2,10,11,1,7,8,4,3,Life Sciences,Travel_Frequently
2,4,2,2,5197,9,0,False,False,Single,Healthcare Representative,5933,2,2,2,Research & Development,4,3,10,12,4,3,5,3,3,Medical,Travel_Rarely
1,4,3,2,25594,9,0,False,True,Single,Research Director,18665,1,4,5,Research & Development,10,3,22,11,3,2,3,4,3,Life Sciences,Travel_Frequently
2,1,2,2,12392,1,1,False,True,Divorced,Research Scientist,2328,2,2,1,Research & Development,5,4,4,16,4,2,4,3,3,Life Sciences,Travel_Rarely
0,3,2,0,16019,1,0,True,False,Single,Sales Representative,1081,4,3,1,Sales,9,3,1,13,2,0,1,3,3,Medical,Travel_Rarely
1,3,3,5,18686,1,0,False,False,Single,Sales Executive,6274,4,5,2,Sales,2,3,6,22,4,4,6,3,4,Other,Travel_Rarely
3,1,3,8,3031,1,0,False,False,Married,Research Scientist,4285,4,2,2,Research & Development,13,3,10,17,1,7,10,3,3,Medical,Travel_Rarely
0,3,2,2,5044,2,1,False,True,Married,Laboratory Technician,2818,4,2,1,Research & Development,8,4,10,24,1,2,3,4,4,Life Sciences,Travel_Rarely
1,1,3,0,12291,0,0,False,False,Single,Healthcare Representative,6949,4,3,2,Research & Development,1,2,6,14,2,4,5,3,3,Life Sciences,Travel_Rarely
2,4,2,2,24737,5,0,True,True,Married,Research Scientist,3464,4,4,1,Research & Development,2,1,5,13,1,2,3,4,3,Medical,Travel_Rarely
7,3,3,8,19332,1,1,False,False,Divorced,Research Scientist,5433,2,2,2,Research & Development,3,3,11,12,4,9,11,3,3,Life Sciences,Travel_Rarely
1,3,2,5,10205,7,1,False,False,Married,Research Scientist,3420,4,2,1,Research & Development,1,3,17,12,1,2,6,3,3,Technical Degree,Travel_Rarely
3,1,3,7,5388,1,2,False,False,Divorced,Manufacturing Director,5770,4,3,2,Research & Development,2,2,10,19,4,9,10,2,3,Other,Travel_Rarely
6,2,3,2,4681,1,0,True,True,Single,Research Scientist,3919,1,5,1,Research & Development,16,1,10,22,2,7,10,1,4,Life Sciences,Travel_Frequently
0,2,3,0,13008,1,0,True,False,Single,Laboratory Technician,2973,1,2,1,Research & Development,4,3,1,19,1,0,1,3,3,Technical Degree,Travel_Rarely
0,2,3,2,12947,5,0,True,True,Single,Laboratory Technician,2028,3,4,1,Research & Development,24,2,6,14,3,3,4,3,3,Life Sciences,Travel_Rarely
10,1,3,10,15830,1,3,False,False,Married,Healthcare Representative,4152,4,3,2,Research & Development,2,2,11,19,3,8,11,3,3,Life Sciences,Travel_Rarely
0,2,3,0,5041,2,1,False,True,Married,Manufacturing Director,6516,1,3,2,Research & Development,8,3,18,16,2,0,1,2,3,Life Sciences,Travel_Rarely
0,3,2,3,13273,2,3,False,True,Married,Sales Executive,7457,4,2,2,Sales,1,1,6,22,2,2,4,2,4,Medical,Travel_Rarely
0,3,2,7,26314,2,1,False,False,Divorced,Manufacturing Director,4810,3,5,2,Research & Development,18,3,19,14,3,8,10,3,3,Medical,Travel_Rarely
0,2,3,8,8842,1,1,False,True,Divorced,Research Director,12808,4,3,3,Research & Development,5,2,9,16,3,8,9,1,3,Technical Degree,Travel_Rarely
1,3,3,2,3987,6,1,False,False,Married,Sales Executive,5736,3,1,2,Sales,21,1,10,19,1,2,3,4,3,Life Sciences,Non-Travel
14,4,3,15,25800,1,2,False,False,Married,Manufacturing Director,10435,3,2,3,Research & Development,15,2,18,13,1,12,18,3,3,Life Sciences,Travel_Rarely
6,3,4,7,13554,1,1,False,False,Married,Manufacturing Director,6725,1,2,2,Research & Development,3,3,8,12,3,3,8,4,3,Medical,Travel_Rarely
